"Well ID","Well Label","Compound ID","Compound Name","Experiment","Dose [pM]","Dose Label","Start timestamp [µs]","Duration [µs]","Spike Count","Spike Frequency [Hz]"
"16","C5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",259063100,171000,266,129.63
"16","C5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",263415900,198300,276,115.986
"16","C5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",266942800,240800,284,98.283
"16","C5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",270742600,240900,296,102.394
"16","C5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",274616800,268100,298,92.627
"16","C5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",278095700,222900,259,96.83
"16","C5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",281975600,202400,280,115.283
"16","C5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",285848600,215900,288,111.163
"16","C5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",289878600,216100,299,115.302
"16","C5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",293994600,246400,293,99.094
"16","C5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",297986600,181900,273,125.069
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",1296400,265300,341,107.111
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",5778200,206200,299,120.837
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",10186500,193000,271,117.012
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",15843600,250700,321,106.701
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",19315400,188800,288,127.119
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",19511000,64900,53,68.053
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",23144800,230800,296,106.875
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",27732400,252500,293,96.7
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",35704900,245900,341,115.562
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",39110700,287500,347,100.58
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",44425700,267600,348,108.371
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",49383700,178100,297,138.967
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",52799700,212900,269,105.292
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",57760900,232500,297,106.452
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",62083900,251300,312,103.462
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",66184300,241200,334,115.395
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",70218000,222200,296,111.011
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",75317200,207300,301,121
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",80790300,216700,315,121.135
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",85136400,293200,355,100.898
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",88944300,243900,305,104.209
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",92501800,288000,312,90.278
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",97273600,230600,318,114.918
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",101700300,168900,269,132.722
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",101890000,64700,53,68.264
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",106110300,255900,333,108.441
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",110230300,212300,314,123.253
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",114104700,268500,331,102.731
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",119092100,258100,324,104.611
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",123697600,194300,325,139.389
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",128007400,273100,367,111.986
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",134433500,243900,371,126.76
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",138371500,251000,360,119.522
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",141697600,329200,324,82.017
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",145952500,264800,298,93.781
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",149810100,276700,337,101.494
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",154978600,247300,327,110.19
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",159292200,340100,383,93.845
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",164720300,238000,340,119.048
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",169560700,268100,358,111.277
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",174130100,258100,359,115.911
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",178065400,228800,314,114.365
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",183173400,269800,337,104.089
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",187704100,245900,315,106.751
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",192980100,185800,296,132.759
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",193187300,77400,55,59.216
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",198256100,260900,373,119.139
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",202304700,212100,340,133.585
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",207058000,191500,322,140.122
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",211667400,245600,348,118.078
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",215790600,207500,336,134.94
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",220350500,273900,344,104.661
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",224597600,326300,350,89.386
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",232037000,187400,342,152.081
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",236581800,303500,385,105.711
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",242437200,291700,342,97.703
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",246736600,228400,339,123.687
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",250509600,300700,364,100.876
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",254529300,233500,325,115.989
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",259525700,304200,381,104.372
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",263799200,276400,381,114.87
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",267526000,288600,365,105.394
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",273716300,246700,390,131.739
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",277497600,231100,322,116.111
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",281216600,315000,348,92.063
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",285634500,253900,364,119.47
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",290472300,279100,361,107.787
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",294123600,244100,328,111.976
"21","D4","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",299190100,294300,378,107.034
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",2100,266000,371,116.228
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",4739100,236100,388,136.948
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",4992500,90100,72,66.593
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",8901700,251500,375,124.254
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",13481400,347900,431,103.238
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",17792400,386600,477,102.819
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",22466100,382300,467,101.796
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",27211900,244000,384,131.148
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",31479800,334100,429,107.004
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",35181400,298600,391,109.12
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",40536900,273800,371,112.917
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",40838800,82000,58,58.943
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",44794500,412000,433,87.581
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",50020900,249200,368,123.06
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",54336500,368900,437,98.717
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",58033400,304500,418,114.395
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",61988100,382300,436,95.039
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",66615900,371200,470,105.514
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",70374500,310400,428,114.905
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",75236200,318100,448,117.364
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",79532500,324400,409,105.066
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",83226500,250300,387,128.845
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",88134300,337900,454,111.966
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",92624400,240300,362,125.538
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",92886900,110600,76,57.263
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",97516400,326700,433,110.448
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",101383200,254100,371,121.671
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",101661100,69000,68,82.126
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",105319400,87500,52,49.524
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",107547100,300200,433,120.198
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",111135100,307200,428,116.102
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",116305500,363600,460,105.427
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",119861200,209800,333,132.269
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",123717100,360800,433,100.009
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",128226000,279900,423,125.938
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",132684500,280600,406,120.575
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",136910600,335900,436,108.167
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",141286800,248200,358,120.199
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",141577400,81400,46,47.093
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",145739800,408000,467,95.384
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",150798700,203100,340,139.504
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",151004400,63400,73,95.952
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",155525600,261900,422,134.275
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",160207000,333800,478,119.333
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",164131300,253300,369,121.398
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",164414500,86000,44,42.636
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",167770700,406700,442,90.566
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",171796100,374800,432,96.051
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",175574800,367300,427,96.878
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",180362200,91100,68,62.203
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",182085400,357600,491,114.42
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",186569800,378600,462,101.69
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",190253600,383900,418,90.735
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",194063400,316200,418,110.162
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",198710400,245200,387,131.525
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",202830000,403900,452,93.257
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",207148100,365000,474,108.219
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",211597500,280700,404,119.938
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",216191800,361100,487,112.388
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",220240100,335300,463,115.071
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",224165200,251600,382,126.524
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",224418400,72100,39,45.076
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",228174200,309300,429,115.584
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",232887500,370800,491,110.347
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",237626600,430400,538,104.167
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",241603500,358400,426,99.051
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",241987600,63000,67,88.624
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",245111500,387200,434,93.406
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",249910600,349900,486,115.747
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",253751900,334400,470,117.125
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",258091100,302000,447,123.344
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",262534400,352200,496,117.358
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",267107300,406200,498,102.166
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",271158800,368500,472,106.739
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",275583100,283800,414,121.564
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",279604300,378700,495,108.925
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",283848400,249300,375,125.351
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",284119700,101200,91,74.934
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",287442200,424700,448,87.905
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",292497700,350500,486,115.549
"22","D5","Hippocampus","","20230524_Hippocampus_pMEA_001","0","Control",296998300,337000,462,114.243
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",4639300,262800,525,166.476
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",4944200,51300,86,139.701
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",15952600,217400,454,174.026
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",16287700,49400,100,168.691
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",24353800,263900,542,171.151
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",31475600,253500,506,166.338
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",31741600,56500,85,125.369
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",35843300,252500,462,152.475
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",36136100,40600,93,190.887
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",46906100,298200,529,147.831
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",55543400,274600,552,167.516
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",55859200,40400,85,175.33
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",62992500,370900,616,138.402
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",63402200,42500,83,162.745
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",68311900,266700,506,158.105
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",68601100,57000,96,140.351
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",74112900,290500,472,135.399
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",80633800,389200,651,139.388
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",81069400,57600,93,134.549
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",87587700,93600,79,70.335
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",92295000,229600,407,147.721
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",92555400,43400,87,167.051
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",92634600,50000,99,165
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",100176700,322400,599,154.828
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",100552300,46000,90,163.043
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",104413800,253800,493,161.873
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",104705200,41000,80,162.602
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",104846300,54400,115,176.164
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",113080000,239700,457,158.879
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",113339700,52400,100,159.033
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",119385600,114300,79,57.597
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",122225400,271600,513,157.401
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",122511100,64000,82,106.771
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",130067300,311300,565,151.247
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",130404700,59100,97,136.774
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",139517100,162100,368,189.184
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",139701800,85000,174,170.588
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",145273300,106800,67,52.278
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",148263900,284500,574,168.131
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",148571200,39900,87,181.704
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",153011000,246100,461,156.102
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",153293800,63700,90,117.739
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",153414700,50300,119,197.15
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",162869200,157700,324,171.211
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",163038400,98400,167,141.43
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",163173100,41600,95,190.304
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",170543300,294500,607,171.76
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",175064900,238900,490,170.922
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",175345800,66300,107,134.49
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",175502300,53600,117,181.903
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",184636700,56300,36,53.286
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",187445400,310800,586,157.121
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",192129600,311100,552,147.862
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",192502700,58200,106,151.775
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",201495000,74100,64,71.975
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",203518500,264800,548,172.457
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",203948100,78200,102,108.696
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",213099700,243100,487,166.941
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",213367800,39400,84,177.665
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",213453700,49900,94,156.981
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",221328300,243200,558,191.201
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",221608300,44400,82,153.904
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",221702200,41400,86,173.108
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",226842000,211400,466,183.696
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",227071300,40700,91,186.323
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",227177200,44700,95,177.107
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",235167100,278300,506,151.515
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",235478400,35000,81,192.857
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",245428400,285700,593,172.967
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",247302000,218800,419,159.583
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",247569600,48000,96,166.667
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",256787200,270500,542,166.975
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",257082100,41800,89,177.432
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",265842400,330300,591,149.107
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",266180000,65700,80,101.471
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",275813000,292900,547,155.628
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",276133000,37000,91,204.955
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",283910100,284600,550,161.045
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",284347500,73000,106,121.005
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",296550300,253500,443,145.628
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",296827700,36900,89,200.994
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",296912500,61400,95,128.936
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",297104000,72900,121,138.317
"3","A4","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",297222700,53400,90,140.449
"4","A5","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",5417300,212600,123,48.213
"4","A5","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",8315400,266700,527,164.667
"4","A5","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",8605300,45000,81,150
"4","A5","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",12194600,342400,571,138.97
"4","A5","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",12609900,74500,118,131.991
"4","A5","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",15719300,318500,553,144.689
"4","A5","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",16086700,53500,99,154.206
"4","A5","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",22815900,283400,119,34.992
"4","A5","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",25446000,411900,602,121.793
"4","A5","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",25878700,102500,173,140.65
"4","A5","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",29323500,387200,623,134.082
"4","A5","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",29738000,62000,106,142.473
"4","A5","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",32666800,311400,468,125.241
"4","A5","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",33003700,56300,110,162.818
"4","A5","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",40084300,208500,118,47.162
"4","A5","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",42679900,89500,59,54.935
"4","A5","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",42776600,260700,497,158.867
"4","A5","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",43046400,74300,98,109.915
"4","A5","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",43145100,65200,95,121.421
"4","A5","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",46384600,154800,72,38.76
"4","A5","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",48032500,228100,448,163.671
"4","A5","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",48283800,62300,107,143.125
"4","A5","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",48346100,89700,94,87.328
"4","A5","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",51612900,359200,594,137.806
"4","A5","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",52043100,57800,112,161.476
"4","A5","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",55495500,301700,513,141.697
"4","A5","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",55848100,53300,93,145.403
"4","A5","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",64563700,99800,61,50.935
"4","A5","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",67376200,147800,99,55.819
"4","A5","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",67547300,183700,378,171.475
"4","A5","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",67763200,90800,189,173.458
"4","A5","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",72565900,236700,481,169.342
"4","A5","Hippocampus","","20230526_Hippocampus_pMEA_001","0","Control",72815400,84300,109,107.75
